"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"28000","Mississippi","808","        Support activities for transportation",5060
"28000","Mississippi","809","        Couriers and messengers","(D)"
"28000","Mississippi","811","        Warehousing and storage",18256
"28000","Mississippi","900","      Information",14617
"28000","Mississippi","901","        Publishing industries (except Internet)",2723
"28000","Mississippi","902","        Motion picture and sound recording industries",1341
"28000","Mississippi","903","        Broadcasting (except Internet)",2073
"28000","Mississippi","904","        Internet publishing and broadcasting 3/","(NA)"
"28000","Mississippi","905","        Telecommunications",6905
"28000","Mississippi","906","        Data processing, hosting, and related services",1376
"28000","Mississippi","907","        Other information services 3/",199
"28000","Mississippi","1000","      Finance and insurance",57202
"28000","Mississippi","1001","        Monetary Authorities-central bank",10
"28000","Mississippi","1002","        Credit intermediation and related activities",21198
"28000","Mississippi","1003","        Securities, commodity contracts, and other financial investments and related activities",13463
"28000","Mississippi","1004","        Insurance carriers and related activities",20059
"28000","Mississippi","1005","        Funds, trusts, and other financial vehicles",2472
"28000","Mississippi","1100","      Real estate and rental and leasing",54439
"28000","Mississippi","1101","        Real estate",48554
"28000","Mississippi","1102","        Rental and leasing services",5826
"28000","Mississippi","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",59
"28000","Mississippi","1200","      Professional, scientific, and technical services",58101
"28000","Mississippi","1300","      Management of companies and enterprises",13446
"28000","Mississippi","1400","      Administrative and support and waste management and remediation services",104230
"28000","Mississippi","1401","        Administrative and support services",100696
"28000","Mississippi","1402","        Waste management and remediation services",3534
"28000","Mississippi","1500","      Educational services",25932
"28000","Mississippi","1600","      Health care and social assistance",161292
"28000","Mississippi","1601","        Ambulatory health care services",64640
"28000","Mississippi","1602","        Hospitals",30269
"28000","Mississippi","1603","        Nursing and residential care facilities",27012
"28000","Mississippi","1604","        Social assistance",39371
"28000","Mississippi","1700","      Arts, entertainment, and recreation",20480
"28000","Mississippi","1701","        Performing arts, spectator sports, and related industries",9350
"28000","Mississippi","1702","        Museums, historical sites, and similar institutions",510
"28000","Mississippi","1703","        Amusement, gambling, and recreation industries",10620
"28000","Mississippi","1800","      Accommodation and food services",137726
"28000","Mississippi","1801","        Accommodation",31230
"28000","Mississippi","1802","        Food services and drinking places",106496
"28000","Mississippi","1900","      Other services (except government and government enterprises)",94829
"28000","Mississippi","1901","        Repair and maintenance",21581
"28000","Mississippi","1902","        Personal and laundry services",36542
"28000","Mississippi","1903","        Religious, grantmaking, civic, professional, and similar organizations",29379
"28000","Mississippi","1904","        Private households",7327
"28000","Mississippi","2000","    Government and government enterprises",270723
"28000","Mississippi","2001","      Federal civilian",25200
"28000","Mississippi","2002","      Military",27021
"28000","Mississippi","2010","      State and local",218502
"28000","Mississippi","2011","        State government",64987
"28000","Mississippi","2012","        Local government",153515
"29000","Missouri","","Employment by place of work",""
"29000","Missouri","10","Total employment (number of jobs)",3779836
"29000","Missouri","","By type",""
"29000","Missouri","20","  Wage and salary employment",2966261
"29000","Missouri","40","  Proprietors employment",813575
"29000","Missouri","50","    Farm proprietors employment",86546
"29000","Missouri","60","    Nonfarm proprietors employment 2/",727029
"29000","Missouri","","By industry",""
"29000","Missouri","70","  Farm employment",93918
"29000","Missouri","80","  Nonfarm employment",3685918
"29000","Missouri","90","    Private nonfarm employment",3216528
"29000","Missouri","100","      Forestry, fishing, and related activities",14418
"29000","Missouri","101","        Forestry and logging",1935
"29000","Missouri","102","        Fishing, hunting and trapping",813
"29000","Missouri","103","        Support activities for agriculture and forestry",11670
"29000","Missouri","200","      Mining, quarrying, and oil and gas extraction",8762
"29000","Missouri","201","        Oil and gas extraction",3237
"29000","Missouri","202","        Mining (except oil and gas)",4985
"29000","Missouri","203","        Support activities for mining",540
"29000","Missouri","300","      Utilities",12236
"29000","Missouri","400","      Construction",196223
"29000","Missouri","401","        Construction of buildings",43980
"29000","Missouri","402","        Heavy and civil engineering construction",19394
"29000","Missouri","403","        Specialty trade contractors",132849
"29000","Missouri","500","      Manufacturing",288323
"29000","Missouri","510","        Durable goods manufacturing",173956
"29000","Missouri","511","          Wood product manufacturing",9385
"29000","Missouri","512","          Nonmetallic mineral product manufacturing",8869
"29000","Missouri","513","          Primary metal manufacturing",6896
"29000","Missouri","514","          Fabricated metal product manufacturing",32131
"29000","Missouri","515","          Machinery manufacturing",28355
"29000","Missouri","516","          Computer and electronic product manufacturing",11311
"29000","Missouri","517","          Electrical equipment, appliance, and component manufacturing",11160
"29000","Missouri","518","          Motor vehicles, bodies and trailers, and parts manufacturing",25220
"29000","Missouri","519","          Other transportation equipment manufacturing",21383
"29000","Missouri","521","          Furniture and related product manufacturing",7881
"29000","Missouri","522","          Miscellaneous manufacturing",11365
"29000","Missouri","530","        Nondurable goods manufacturing",114367
"29000","Missouri","531","          Food manufacturing",43177
"29000","Missouri","532","          Beverage and tobacco product manufacturing",6158
"29000","Missouri","533","          Textile mills",356
"29000","Missouri","534","          Textile product mills",2018
"29000","Missouri","535","          Apparel manufacturing",2484
"29000","Missouri","536","          Leather and allied product manufacturing",1437
"29000","Missouri","537","          Paper manufacturing",6933
"29000","Missouri","538","          Printing and related support activities",12391
"29000","Missouri","539","          Petroleum and coal products manufacturing",1526
"29000","Missouri","541","          Chemical manufacturing",20349
"29000","Missouri","542","          Plastics and rubber products manufacturing",17538
"29000","Missouri","600","      Wholesale trade",129406
"29000","Missouri","700","      Retail trade",383835
"29000","Missouri","701","        Motor vehicle and parts dealers",47793
"29000","Missouri","702","        Furniture and home furnishings stores",9554
"29000","Missouri","703","        Electronics and appliance stores",7773
"29000","Missouri","704","        Building material and garden equipment and supplies dealers",31297
"29000","Missouri","705","        Food and beverage stores",51746
"29000","Missouri","706","        Health and personal care stores",23341
"29000","Missouri","707","        Gasoline stations",29628
"29000","Missouri","708","        Clothing and clothing accessories stores",23095
"29000","Missouri","709","        Sporting goods, hobby, musical instrument, and book stores",14830
"29000","Missouri","711","        General merchandise stores",69412
"29000","Missouri","712","        Miscellaneous store retailers",33826
"29000","Missouri","713","        Nonstore retailers",41540
"29000","Missouri","800","      Transportation and warehousing",152786
"29000","Missouri","801","        Air transportation",5500
"29000","Missouri","802","        Rail transportation",6560
"29000","Missouri","803","        Water transportation",483
"29000","Missouri","804","        Truck transportation",57230
"29000","Missouri","805","        Transit and ground passenger transportation",24576
"29000","Missouri","806","        Pipeline transportation",390
"29000","Missouri","807","        Scenic and sightseeing transportation",798
"29000","Missouri","808","        Support activities for transportation",14027
"29000","Missouri","809","        Couriers and messengers",20771
"29000","Missouri","811","        Warehousing and storage",22451
"29000","Missouri","900","      Information",57370
"29000","Missouri","901","        Publishing industries (except Internet)",11480
"29000","Missouri","902","        Motion picture and sound recording industries",4835
"29000","Missouri","903","        Broadcasting (except Internet)",7520
"29000","Missouri","904","        Internet publishing and broadcasting 3/","(NA)"
"29000","Missouri","905","        Telecommunications",19836
"29000","Missouri","906","        Data processing, hosting, and related services",12001
"29000","Missouri","907","        Other information services 3/",1698
"29000","Missouri","1000","      Finance and insurance",195440
"29000","Missouri","1001","        Monetary Authorities-central bank","(D)"
"29000","Missouri","1002","        Credit intermediation and related activities",59049
"29000","Missouri","1003","        Securities, commodity contracts, and other financial investments and related activities",55901
"29000","Missouri","1004","        Insurance carriers and related activities",71955
"29000","Missouri","1005","        Funds, trusts, and other financial vehicles","(D)"
"29000","Missouri","1100","      Real estate and rental and leasing",164140
"29000","Missouri","1101","        Real estate",148427
"29000","Missouri","1102","        Rental and leasing services",15272
"29000","Missouri","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",441
"29000","Missouri","1200","      Professional, scientific, and technical services",229509
"29000","Missouri","1300","      Management of companies and enterprises",69414
"29000","Missouri","1400","      Administrative and support and waste management and remediation services",208670
"29000","Missouri","1401","        Administrative and support services",201292
"29000","Missouri","1402","        Waste management and remediation services",7378
"29000","Missouri","1500","      Educational services",85272
"29000","Missouri","1600","      Health care and social assistance",454955
"29000","Missouri","1601","        Ambulatory health care services",139317
"29000","Missouri","1602","        Hospitals",130244
"29000","Missouri","1603","        Nursing and residential care facilities",77934
"29000","Missouri","1604","        Social assistance",107460
"29000","Missouri","1700","      Arts, entertainment, and recreation",76382
"29000","Missouri","1701","        Performing arts, spectator sports, and related industries",38379
"29000","Missouri","1702","        Museums, historical sites, and similar institutions",3207
"29000","Missouri","1703","        Amusement, gambling, and recreation industries",34796
"29000","Missouri","1800","      Accommodation and food services",282842
"29000","Missouri","1801","        Accommodation",39715
"29000","Missouri","1802","        Food services and drinking places",243127
"29000","Missouri","1900","      Other services (except government and government enterprises)",206545
"29000","Missouri","1901","        Repair and maintenance",45911
"29000","Missouri","1902","        Personal and laundry services",71384
"29000","Missouri","1903","        Religious, grantmaking, civic, professional, and similar organizations",75760
"29000","Missouri","1904","        Private households",13490
"29000","Missouri","2000","    Government and government enterprises",469390
"29000","Missouri","2001","      Federal civilian",58445
"29000","Missouri","2002","      Military",35222
"29000","Missouri","2010","      State and local",375723
"29000","Missouri","2011","        State government",102402
"29000","Missouri","2012","        Local government",273321
"30000","Montana","","Employment by place of work",""
"30000","Montana","10","Total employment (number of jobs)",685116
"30000","Montana","","By type",""
"30000","Montana","20","  Wage and salary employment",493640
"30000","Montana","40","  Proprietors employment",191476
"30000","Montana","50","    Farm proprietors employment",22777
"30000","Montana","60","    Nonfarm proprietors employment 2/",168699
"30000","Montana","","By industry",""
"30000","Montana","70","  Farm employment",29527
"30000","Montana","80","  Nonfarm employment",655589
"30000","Montana","90","    Private nonfarm employment",560304
"30000","Montana","100","      Forestry, fishing, and related activities",8336
"30000","Montana","101","        Forestry and logging",1211
"30000","Montana","102","        Fishing, hunting and trapping",981
"30000","Montana","103","        Support activities for agriculture and forestry",6144
"30000","Montana","200","      Mining, quarrying, and oil and gas extraction",12081
"30000","Montana","201","        Oil and gas extraction",3849
"30000","Montana","202","        Mining (except oil and gas)",5805
"30000","Montana","203","        Support activities for mining",2427
"30000","Montana","300","      Utilities",2958
"30000","Montana","400","      Construction",48905
"30000","Montana","401","        Construction of buildings",12219
"30000","Montana","402","        Heavy and civil engineering construction",6991
"30000","Montana","403","        Specialty trade contractors",29695
"30000","Montana","500","      Manufacturing",25557
"30000","Montana","510","        Durable goods manufacturing",15383
"30000","Montana","511","          Wood product manufacturing",3252
"30000","Montana","512","          Nonmetallic mineral product manufacturing",1496
"30000","Montana","513","          Primary metal manufacturing",284
"30000","Montana","514","          Fabricated metal product manufacturing",2949
"30000","Montana","515","          Machinery manufacturing",1465
"30000","Montana","516","          Computer and electronic product manufacturing",755
"30000","Montana","517","          Electrical equipment, appliance, and component manufacturing",250
"30000","Montana","518","          Motor vehicles, bodies and trailers, and parts manufacturing",457
"30000","Montana","519","          Other transportation equipment manufacturing",474
"30000","Montana","521","          Furniture and related product manufacturing",1053
"30000","Montana","522","          Miscellaneous manufacturing",2948
"30000","Montana","530","        Nondurable goods manufacturing",10174
"30000","Montana","531","          Food manufacturing",3123
"30000","Montana","532","          Beverage and tobacco product manufacturing",1599
"30000","Montana","533","          Textile mills","(D)"
"30000","Montana","534","          Textile product mills",254
"30000","Montana","535","          Apparel manufacturing",248
"30000","Montana","536","          Leather and allied product manufacturing",381
"30000","Montana","537","          Paper manufacturing","(D)"
"30000","Montana","538","          Printing and related support activities",1273
"30000","Montana","539","          Petroleum and coal products manufacturing",1319
"30000","Montana","541","          Chemical manufacturing",1278
"30000","Montana","542","          Plastics and rubber products manufacturing",640
"30000","Montana","600","      Wholesale trade",18913
"30000","Montana","700","      Retail trade",75647
"30000","Montana","701","        Motor vehicle and parts dealers",9245
"30000","Montana","702","        Furniture and home furnishings stores",2265
"30000","Montana","703","        Electronics and appliance stores",1429
"30000","Montana","704","        Building material and garden equipment and supplies dealers",6807
"30000","Montana","705","        Food and beverage stores",11595
"30000","Montana","706","        Health and personal care stores",3126
"30000","Montana","707","        Gasoline stations",5917
"30000","Montana","708","        Clothing and clothing accessories stores",3343
"30000","Montana","709","        Sporting goods, hobby, musical instrument, and book stores",4729
"30000","Montana","711","        General merchandise stores",10891
"30000","Montana","712","        Miscellaneous store retailers",7492
"30000","Montana","713","        Nonstore retailers",8808
"30000","Montana","800","      Transportation and warehousing",23174
"30000","Montana","801","        Air transportation",1198
"30000","Montana","802","        Rail transportation","(D)"
"30000","Montana","803","        Water transportation",49
"30000","Montana","804","        Truck transportation",7717
"30000","Montana","805","        Transit and ground passenger transportation",3160
"30000","Montana","806","        Pipeline transportation",461
"30000","Montana","807","        Scenic and sightseeing transportation",174
"30000","Montana","808","        Support activities for transportation",1998
"30000","Montana","809","        Couriers and messengers","(D)"
"30000","Montana","811","        Warehousing and storage",1703
"30000","Montana","900","      Information",8570
"30000","Montana","901","        Publishing industries (except Internet)",2398
"30000","Montana","902","        Motion picture and sound recording industries",1169
"30000","Montana","903","        Broadcasting (except Internet)",1277
"30000","Montana","904","        Internet publishing and broadcasting 3/","(NA)"
"30000","Montana","905","        Telecommunications",2772
"30000","Montana","906","        Data processing, hosting, and related services",788
"30000","Montana","907","        Other information services 3/",166
"30000","Montana","1000","      Finance and insurance",25688
"30000","Montana","1001","        Monetary Authorities-central bank","(D)"
"30000","Montana","1002","        Credit intermediation and related activities",8604
"30000","Montana","1003","        Securities, commodity contracts, and other financial investments and related activities",7090
"30000","Montana","1004","        Insurance carriers and related activities",9103
"30000","Montana","1005","        Funds, trusts, and other financial vehicles","(D)"
"30000","Montana","1100","      Real estate and rental and leasing",38888
"30000","Montana","1101","        Real estate",35075
"30000","Montana","1102","        Rental and leasing services",3740
"30000","Montana","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",73
"30000","Montana","1200","      Professional, scientific, and technical services",39260
"30000","Montana","1300","      Management of companies and enterprises",2642
"30000","Montana","1400","      Administrative and support and waste management and remediation services",26398
"30000","Montana","1401","        Administrative and support services",25073
"30000","Montana","1402","        Waste management and remediation services",1325
"30000","Montana","1500","      Educational services",8769
"30000","Montana","1600","      Health care and social assistance",77273
"30000","Montana","1601","        Ambulatory health care services",25017
"30000","Montana","1602","        Hospitals",25411
"30000","Montana","1603","        Nursing and residential care facilities",12804
"30000","Montana","1604","        Social assistance",14041
"30000","Montana","1700","      Arts, entertainment, and recreation",21488
"30000","Montana","1701","        Performing arts, spectator sports, and related industries",8453
"30000","Montana","1702","        Museums, historical sites, and similar institutions",520
"30000","Montana","1703","        Amusement, gambling, and recreation industries",12515
"30000","Montana","1800","      Accommodation and food services",60151
"30000","Montana","1801","        Accommodation",15638
"30000","Montana","1802","        Food services and drinking places",44513
"30000","Montana","1900","      Other services (except government and government enterprises)",35606
"30000","Montana","1901","        Repair and maintenance",9669
"30000","Montana","1902","        Personal and laundry services",11441
"30000","Montana","1903","        Religious, grantmaking, civic, professional, and similar organizations",11875
"30000","Montana","1904","        Private households",2621
"30000","Montana","2000","    Government and government enterprises",95285
"30000","Montana","2001","      Federal civilian",13246
"30000","Montana","2002","      Military",7778
"30000","Montana","2010","      State and local",74261
"30000","Montana","2011","        State government",26414
"30000","Montana","2012","        Local government",47847
"31000","Nebraska","","Employment by place of work",""
"31000","Nebraska","10","Total employment (number of jobs)",1335240
"31000","Nebraska","","By type",""
"31000","Nebraska","20","  Wage and salary employment",1048322
"31000","Nebraska","40","  Proprietors employment",286918
"31000","Nebraska","50","    Farm proprietors employment",38626
"31000","Nebraska","60","    Nonfarm proprietors employment 2/",248292
"31000","Nebraska","","By industry",""
"31000","Nebraska","70","  Farm employment",55247
"31000","Nebraska","80","  Nonfarm employment",1279993
"31000","Nebraska","90","    Private nonfarm employment",1104650
"31000","Nebraska","100","      Forestry, fishing, and related activities",11872
"31000","Nebraska","101","        Forestry and logging",150
"31000","Nebraska","102","        Fishing, hunting and trapping",256
"31000","Nebraska","103","        Support activities for agriculture and forestry",11466
"31000","Nebraska","200","      Mining, quarrying, and oil and gas extraction",3149
"31000","Nebraska","201","        Oil and gas extraction",1624
"31000","Nebraska","202","        Mining (except oil and gas)",1213
"31000","Nebraska","203","        Support activities for mining",312
"31000","Nebraska","300","      Utilities",1256
"31000","Nebraska","400","      Construction",76865
"31000","Nebraska","401","        Construction of buildings",15294
"31000","Nebraska","402","        Heavy and civil engineering construction",8265
"31000","Nebraska","403","        Specialty trade contractors",53306
"31000","Nebraska","500","      Manufacturing",103795
"31000","Nebraska","510","        Durable goods manufacturing",47229
"31000","Nebraska","511","          Wood product manufacturing",2471
"31000","Nebraska","512","          Nonmetallic mineral product manufacturing",3300
"31000","Nebraska","513","          Primary metal manufacturing",1191
"31000","Nebraska","514","          Fabricated metal product manufacturing",8909
"31000","Nebraska","515","          Machinery manufacturing",9416
"31000","Nebraska","516","          Computer and electronic product manufacturing",4305
"31000","Nebraska","517","          Electrical equipment, appliance, and component manufacturing",1478
"31000","Nebraska","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"31000","Nebraska","519","          Other transportation equipment manufacturing",2240
"31000","Nebraska","521","          Furniture and related product manufacturing","(D)"
"31000","Nebraska","522","          Miscellaneous manufacturing",5863
"31000","Nebraska","530","        Nondurable goods manufacturing",56566
"31000","Nebraska","531","          Food manufacturing",37772
"31000","Nebraska","532","          Beverage and tobacco product manufacturing",1091
"31000","Nebraska","533","          Textile mills",168
"31000","Nebraska","534","          Textile product mills",420
"31000","Nebraska","535","          Apparel manufacturing",257
"31000","Nebraska","536","          Leather and allied product manufacturing",510
"31000","Nebraska","537","          Paper manufacturing",1458
"31000","Nebraska","538","          Printing and related support activities",3339
"31000","Nebraska","539","          Petroleum and coal products manufacturing",105
"31000","Nebraska","541","          Chemical manufacturing",5790
"31000","Nebraska","542","          Plastics and rubber products manufacturing",5656
"31000","Nebraska","600","      Wholesale trade",43322
"31000","Nebraska","700","      Retail trade",134883
"31000","Nebraska","701","        Motor vehicle and parts dealers",15989
"31000","Nebraska","702","        Furniture and home furnishings stores",4495
"31000","Nebraska","703","        Electronics and appliance stores",2516
"31000","Nebraska","704","        Building material and garden equipment and supplies dealers",10611
"31000","Nebraska","705","        Food and beverage stores",21450
"31000","Nebraska","706","        Health and personal care stores",8061
"31000","Nebraska","707","        Gasoline stations",10387
"31000","Nebraska","708","        Clothing and clothing accessories stores",7760
"31000","Nebraska","709","        Sporting goods, hobby, musical instrument, and book stores",5600
"31000","Nebraska","711","        General merchandise stores",20817
"31000","Nebraska","712","        Miscellaneous store retailers",10397
"31000","Nebraska","713","        Nonstore retailers",16800
"31000","Nebraska","800","      Transportation and warehousing",69889
"31000","Nebraska","801","        Air transportation",937
"31000","Nebraska","802","        Rail transportation",10678
"31000","Nebraska","803","        Water transportation",11
"31000","Nebraska","804","        Truck transportation",32400
"31000","Nebraska","805","        Transit and ground passenger transportation",6606
"31000","Nebraska","806","        Pipeline transportation",166
"31000","Nebraska","807","        Scenic and sightseeing transportation",104
"31000","Nebraska","808","        Support activities for transportation",4436
"31000","Nebraska","809","        Couriers and messengers",6421
"31000","Nebraska","811","        Warehousing and storage",8130
"31000","Nebraska","900","      Information",20402
"31000","Nebraska","901","        Publishing industries (except Internet)",5867
"31000","Nebraska","902","        Motion picture and sound recording industries",1256
"31000","Nebraska","903","        Broadcasting (except Internet)",2786
"31000","Nebraska","904","        Internet publishing and broadcasting 3/","(NA)"
"31000","Nebraska","905","        Telecommunications",4247
"31000","Nebraska","906","        Data processing, hosting, and related services",4811
"31000","Nebraska","907","        Other information services 3/",1435
"31000","Nebraska","1000","      Finance and insurance",83930
"31000","Nebraska","1001","        Monetary Authorities-central bank","(D)"
"31000","Nebraska","1002","        Credit intermediation and related activities",25022
"31000","Nebraska","1003","        Securities, commodity contracts, and other financial investments and related activities",21319
"31000","Nebraska","1004","        Insurance carriers and related activities",35193
"31000","Nebraska","1005","        Funds, trusts, and other financial vehicles","(D)"
"31000","Nebraska","1100","      Real estate and rental and leasing",51137
"31000","Nebraska","1101","        Real estate",47224
"31000","Nebraska","1102","        Rental and leasing services",3713
"31000","Nebraska","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",200
"31000","Nebraska","1200","      Professional, scientific, and technical services",65507
"31000","Nebraska","1300","      Management of companies and enterprises",22732
"31000","Nebraska","1400","      Administrative and support and waste management and remediation services",66658
"31000","Nebraska","1401","        Administrative and support services",63597
"31000","Nebraska","1402","        Waste management and remediation services",3061
"31000","Nebraska","1500","      Educational services",24139
"31000","Nebraska","1600","      Health care and social assistance",145999
"31000","Nebraska","1601","        Ambulatory health care services",48393
"31000","Nebraska","1602","        Hospitals",34999
"31000","Nebraska","1603","        Nursing and residential care facilities",29514
"31000","Nebraska","1604","        Social assistance",33093
"31000","Nebraska","1700","      Arts, entertainment, and recreation",26184
"31000","Nebraska","1701","        Performing arts, spectator sports, and related industries",12016
"31000","Nebraska","1702","        Museums, historical sites, and similar institutions",1518
"31000","Nebraska","1703","        Amusement, gambling, and recreation industries",12650
"31000","Nebraska","1800","      Accommodation and food services",84209
"31000","Nebraska","1801","        Accommodation",9944
"31000","Nebraska","1802","        Food services and drinking places",74265
"31000","Nebraska","1900","      Other services (except government and government enterprises)",68722
"31000","Nebraska","1901","        Repair and maintenance",16630
"31000","Nebraska","1902","        Personal and laundry services",23656
"31000","Nebraska","1903","        Religious, grantmaking, civic, professional, and similar organizations",23044
"31000","Nebraska","1904","        Private households",5392
"31000","Nebraska","2000","    Government and government enterprises",175343
"31000","Nebraska","2001","      Federal civilian",16849
"31000","Nebraska","2002","      Military",12588
"31000","Nebraska","2010","      State and local",145906
"31000","Nebraska","2011","        State government",34011
"31000","Nebraska","2012","        Local government",111895
"32000","Nevada","","Employment by place of work",""
"32000","Nevada","10","Total employment (number of jobs)",1843815
"32000","Nevada","","By type",""
"32000","Nevada","20","  Wage and salary employment",1415366
"32000","Nevada","40","  Proprietors employment",428449
"32000","Nevada","50","    Farm proprietors employment",2969
"32000","Nevada","60","    Nonfarm proprietors employment 2/",425480
"32000","Nevada","","By industry",""
"32000","Nevada","70","  Farm employment",5093
"32000","Nevada","80","  Nonfarm employment",1838722
"32000","Nevada","90","    Private nonfarm employment",1664067
"32000","Nevada","100","      Forestry, fishing, and related activities",1948
"32000","Nevada","101","        Forestry and logging","(D)"
"32000","Nevada","102","        Fishing, hunting and trapping","(D)"
"32000","Nevada","103","        Support activities for agriculture and forestry",1539
"32000","Nevada","200","      Mining, quarrying, and oil and gas extraction",19810
"32000","Nevada","201","        Oil and gas extraction",2269
"32000","Nevada","202","        Mining (except oil and gas)",15015
"32000","Nevada","203","        Support activities for mining",2526
"32000","Nevada","300","      Utilities",4391
"32000","Nevada","400","      Construction",107829
"32000","Nevada","401","        Construction of buildings",19871
"32000","Nevada","402","        Heavy and civil engineering construction",9506
"32000","Nevada","403","        Specialty trade contractors",78452
"32000","Nevada","500","      Manufacturing",61881
"32000","Nevada","510","        Durable goods manufacturing",40648
"32000","Nevada","511","          Wood product manufacturing",1536
"32000","Nevada","512","          Nonmetallic mineral product manufacturing",3805
"32000","Nevada","513","          Primary metal manufacturing",1350
"32000","Nevada","514","          Fabricated metal product manufacturing",6670
"32000","Nevada","515","          Machinery manufacturing",2222
"32000","Nevada","516","          Computer and electronic product manufacturing",3646
"32000","Nevada","517","          Electrical equipment, appliance, and component manufacturing",9379
"32000","Nevada","518","          Motor vehicles, bodies and trailers, and parts manufacturing",856
"32000","Nevada","519","          Other transportation equipment manufacturing",823
"32000","Nevada","521","          Furniture and related product manufacturing",1992
"32000","Nevada","522","          Miscellaneous manufacturing",8369
"32000","Nevada","530","        Nondurable goods manufacturing",21233
"32000","Nevada","531","          Food manufacturing",7077
"32000","Nevada","532","          Beverage and tobacco product manufacturing",843
"32000","Nevada","533","          Textile mills","(D)"
"32000","Nevada","534","          Textile product mills",868
"32000","Nevada","535","          Apparel manufacturing",462
"32000","Nevada","536","          Leather and allied product manufacturing","(D)"
"32000","Nevada","537","          Paper manufacturing",909
"32000","Nevada","538","          Printing and related support activities",4542
"32000","Nevada","539","          Petroleum and coal products manufacturing",322
"32000","Nevada","541","          Chemical manufacturing",2513
"32000","Nevada","542","          Plastics and rubber products manufacturing",3551
"32000","Nevada","600","      Wholesale trade",40854
"32000","Nevada","700","      Retail trade",180682
"32000","Nevada","701","        Motor vehicle and parts dealers",18912
"32000","Nevada","702","        Furniture and home furnishings stores",5171
"32000","Nevada","703","        Electronics and appliance stores",5104
"32000","Nevada","704","        Building material and garden equipment and supplies dealers",9770
"32000","Nevada","705","        Food and beverage stores",25416
"32000","Nevada","706","        Health and personal care stores",11035
"32000","Nevada","707","        Gasoline stations",9161
"32000","Nevada","708","        Clothing and clothing accessories stores",23747
"32000","Nevada","709","        Sporting goods, hobby, musical instrument, and book stores",6000
"32000","Nevada","711","        General merchandise stores",27082
"32000","Nevada","712","        Miscellaneous store retailers",17730
"32000","Nevada","713","        Nonstore retailers",21554
"32000","Nevada","800","      Transportation and warehousing",117807
"32000","Nevada","801","        Air transportation",9063
"32000","Nevada","802","        Rail transportation","(D)"
"32000","Nevada","803","        Water transportation",160
"32000","Nevada","804","        Truck transportation",13806
"32000","Nevada","805","        Transit and ground passenger transportation",43959
"32000","Nevada","806","        Pipeline transportation","(D)"
"32000","Nevada","807","        Scenic and sightseeing transportation",1830
"32000","Nevada","808","        Support activities for transportation",9156
"32000","Nevada","809","        Couriers and messengers",14851
"32000","Nevada","811","        Warehousing and storage",24313
"32000","Nevada","900","      Information",21841
"32000","Nevada","901","        Publishing industries (except Internet)",3978
"32000","Nevada","902","        Motion picture and sound recording industries",4462
"32000","Nevada","903","        Broadcasting (except Internet)",2264
"32000","Nevada","904","        Internet publishing and broadcasting 3/","(NA)"
"32000","Nevada","905","        Telecommunications",6105
"32000","Nevada","906","        Data processing, hosting, and related services",3476
"32000","Nevada","907","        Other information services 3/",1556
"32000","Nevada","1000","      Finance and insurance",87208
"32000","Nevada","1001","        Monetary Authorities-central bank","(D)"
"32000","Nevada","1002","        Credit intermediation and related activities",22123
"32000","Nevada","1003","        Securities, commodity contracts, and other financial investments and related activities",36234
"32000","Nevada","1004","        Insurance carriers and related activities",21391
"32000","Nevada","1005","        Funds, trusts, and other financial vehicles","(D)"
"32000","Nevada","1100","      Real estate and rental and leasing",107764
"32000","Nevada","1101","        Real estate",97078
"32000","Nevada","1102","        Rental and leasing services",10518
"32000","Nevada","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",168
"32000","Nevada","1200","      Professional, scientific, and technical services",102072
"32000","Nevada","1300","      Management of companies and enterprises",32723
"32000","Nevada","1400","      Administrative and support and waste management and remediation services",133029
"32000","Nevada","1401","        Administrative and support services",129029
"32000","Nevada","1402","        Waste management and remediation services",4000
"32000","Nevada","1500","      Educational services",18034
"32000","Nevada","1600","      Health care and social assistance",147706
"32000","Nevada","1601","        Ambulatory health care services",68321
"32000","Nevada","1602","        Hospitals",32562
"32000","Nevada","1603","        Nursing and residential care facilities",15727
"32000","Nevada","1604","        Social assistance",31096
"32000","Nevada","1700","      Arts, entertainment, and recreation",58853
"32000","Nevada","1701","        Performing arts, spectator sports, and related industries",27792
"32000","Nevada","1702","        Museums, historical sites, and similar institutions",842
"32000","Nevada","1703","        Amusement, gambling, and recreation industries",30219
"32000","Nevada","1800","      Accommodation and food services",331566
"32000","Nevada","1801","        Accommodation",193751
"32000","Nevada","1802","        Food services and drinking places",137815
"32000","Nevada","1900","      Other services (except government and government enterprises)",88069
"32000","Nevada","1901","        Repair and maintenance",21587
"32000","Nevada","1902","        Personal and laundry services",42179
"32000","Nevada","1903","        Religious, grantmaking, civic, professional, and similar organizations",13795
"32000","Nevada","1904","        Private households",10508
"32000","Nevada","2000","    Government and government enterprises",174655
