"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"50051","Greater Lafayette Public Transportation Corporation","Weekend",6248,19315
"50052","South Bend Public Transportation Corporation","Annual Total",1598631,4999571
"50052","South Bend Public Transportation Corporation","Average Weekday",5894,17767
"50052","South Bend Public Transportation Corporation","Weekend",2411,7241
"50053","City of Terre Haute","Annual Total",259078,511039
"50053","City of Terre Haute","Average Weekday",1089,2136
"50053","City of Terre Haute","Weekend",187,419
"50054","Muncie Indiana Transit System","Annual Total",1391256,4810538
"50054","Muncie Indiana Transit System","Average Weekday",4965,16818
"50054","Muncie Indiana Transit System","Weekend",2408,10034
"50056","Greater Peoria Mass Transit District","Annual Total",2826657,17310246
"50056","Greater Peoria Mass Transit District","Average Weekday",9879,63498
"50056","Greater Peoria Mass Transit District","Weekend",6155,32633
"50057","Rock Island County Metropolitan Mass Transit District","Annual Total",3270807,10254944
"50057","Rock Island County Metropolitan Mass Transit District","Average Weekday",11204,36254
"50057","Rock Island County Metropolitan Mass Transit District","Weekend",9728,29903
"50058","Rockford Mass Transit District","Annual Total",1671856,7753766
"50058","Rockford Mass Transit District","Average Weekday",5735,26019
"50058","Rockford Mass Transit District","Weekend",4024,21299
"50059","Springfield Mass Transit District","Annual Total",1622854,6171048
"50059","Springfield Mass Transit District","Average Weekday",5817,22258
"50059","Springfield Mass Transit District","Weekend",2749,9758
"50060","Champaign-Urbana Mass Transit District","Annual Total",11520718,21552913
"50060","Champaign-Urbana Mass Transit District","Average Weekday",40001,72972
"50060","Champaign-Urbana Mass Transit District","Weekend",25855,55126
"50061","City of Decatur, Il","Annual Total",1160853,3386339
"50061","City of Decatur, Il","Average Weekday",3810,11375
"50061","City of Decatur, Il","Weekend",3759,10409
"50066","Chicago Transit Authority","Annual Total",468067963,1992826737
"50066","Chicago Transit Authority","Average Weekday",1507282,6400716
"50066","Chicago Transit Authority","Weekend",1534825,6604251
"50088","City of Sheboygan","Annual Total",634372,0
"50090","Richland County Transit","Annual Total",238268,0
"50091","City of Wausau, Wisconsin","Annual Total",507200,0
"50092","City of Rochester, Minnesota","Annual Total",2056278,7634118
"50092","City of Rochester, Minnesota","Average Weekday",7591,28019
"50092","City of Rochester, Minnesota","Weekend",1056,4411
"50093","Lima Allen County Regional Transit Authority","Annual Total",243439,0
"50095","Lorain County","Annual Total",64220,0
"50096","City of Waukesha","Annual Total",996662,5573888
"50096","City of Waukesha","Average Weekday",3395,19980
"50096","City of Waukesha","Weekend",2525,9210
"50098","City of Michigan","Annual Total",175460,0
"50099","City of Eau Claire","Annual Total",964748,2872600
"50099","City of Eau Claire","Average Weekday",3547,10544
"50099","City of Eau Claire","Weekend",1155,3513
"50103","North Township of Lake County","Annual Total",41002,0
"50104","Northern Indiana Commuter Transportation District","Annual Total",3400197,110846664
"50104","Northern Indiana Commuter Transportation District","Average Weekday",11333,345317
"50104","Northern Indiana Commuter Transportation District","Weekend",9339,416643
"50107","City of Henderson","Annual Total",121993,0
"50108","City of Janesville","Annual Total",528890,0
"50109","City of Beloit","Annual Total",146393,0
"50110","Bloomington Public Transportation Corporation","Annual Total",3141183,6670254
"50110","Bloomington Public Transportation Corporation","Average Weekday",11382,23988
"50110","Bloomington Public Transportation Corporation","Weekend",4283,9949
"50113","Pace - Suburban Bus Division","Annual Total",30207856,212134208
"50113","Pace - Suburban Bus Division","Average Weekday",103456,747849
"50113","Pace - Suburban Bus Division","Weekend",69041,383128
"50117","Laketran","Annual Total",723459,7866539
"50117","Laketran","Average Weekday",2712,29592
"50117","Laketran","Weekend",589,3658
"50118","Northeast Illinois Regional Commuter Railroad Corporation","Annual Total",68446239,1518703416
"50118","Northeast Illinois Regional Commuter Railroad Corporation","Average Weekday",251012,5573235
"50118","Northeast Illinois Regional Commuter Railroad Corporation","Weekend",81618,1793294
"50119","City of Detroit","Annual Total",23827170,100829569
"50119","City of Detroit","Average Weekday",76688,324412
"50119","City of Detroit","Weekend",75825,332079
"50131","Opportunity Enterprises, Inc.","Annual Total",89295,0
"50132","Twin Cities Area Transportation Authority","Annual Total",175885,0
"50133","City of Chippewa Falls","Annual Total",63238,0
"50141","Detroit Transportation Corporation","Annual Total",1952505,2694457
"50141","Detroit Transportation Corporation","Average Weekday",4806,6680
"50141","Detroit Transportation Corporation","Weekend",13365,18359
"50142","Steel Valley Regional Transit Authority","Annual Total",203493,0
"50145","City of Kokomo","Annual Total",473074,1948348
"50145","City of Kokomo","Average Weekday",1900,7825
"50146","Madison County Transit District","Annual Total",2215675,19319298
"50146","Madison County Transit District","Average Weekday",7754,70930
"50146","Madison County Transit District","Weekend",4677,24779
"50148","Blue Water Area Transportation Commission","Annual Total",1607591,8918979
"50148","Blue Water Area Transportation Commission","Average Weekday",5772,32938
"50148","Blue Water Area Transportation Commission","Weekend",2718,10568
"50149","Michiana Area Council of Governments","Annual Total",443193,2648357
"50149","Michiana Area Council of Governments","Average Weekday",1506,9075
"50149","Michiana Area Council of Governments","Weekend",1048,6428
"50152","City of Onalaska","Annual Total",56559,0
"50154","Metropolitan Council","Annual Total",2763230,16788215
"50154","Metropolitan Council","Average Weekday",9615,61339
"50154","Metropolitan Council","Weekend",5851,21840
"50155","Metro Mobility","Annual Total",2297680,26103531
"50155","Metro Mobility","Average Weekday",7910,90941
"50155","Metro Mobility","Weekend",5299,55368
"50157","Butler County Regional Transit Authority","Annual Total",621141,1771436
"50157","Butler County Regional Transit Authority","Average Weekday",2366,6645
"50157","Butler County Regional Transit Authority","Weekend",1231,3392
"50158","University of Michigan Parking and Transportation Services","Annual Total",7669071,15721596
"50158","University of Michigan Parking and Transportation Services","Average Weekday",28421,58263
"50158","University of Michigan Parking and Transportation Services","Weekend",8574,18558
"50159","River Valley Metro Mass Transit District","Annual Total",676191,6060439
"50159","River Valley Metro Mass Transit District","Average Weekday",2202,21466
"50159","River Valley Metro Mass Transit District","Weekend",2150,11163
"50160","County of Washington","Annual Total",170354,3380581
"50160","County of Washington","Average Weekday",640,12984
"50160","County of Washington","Weekend",137,1346
"50161","Ozaukee County","Annual Total",204287,2814008
"50161","Ozaukee County","Average Weekday",751,10676
"50161","Ozaukee County","Weekend",232,1554
"50162","City of La Porte, Indiana","Annual Total",41813,0
"50163","Licking County, Ohio","Annual Total",124899,1470529
"50163","Licking County, Ohio","Average Weekday",462,5590
"50163","Licking County, Ohio","Weekend",135,863
"50165","Greene County Transit Board","Annual Total",180822,1823104
"50165","Greene County Transit Board","Average Weekday",644,6582
"50165","Greene County Transit Board","Weekend",279,2404
"50166","Board of  Clermont County Commissioners","Annual Total",121467,1879506
"50166","Board of  Clermont County Commissioners","Average Weekday",477,7392
"50166","Board of  Clermont County Commissioners","Weekend",11,132
"50167","South Lake County Community Services, Inc.","Annual Total",44171,0
"50169","Miami County, Ohio","Annual Total",43820,381182
"50169","Miami County, Ohio","Average Weekday",168,1469
"50169","Miami County, Ohio","Weekend",20,130
"50171","Fond du Lac, Wisconsin","Annual Total",207410,0
"50174","City of Danville","Annual Total",606345,0
"50177","City of Columbus","Annual Total",244054,0
"50179","Porter County Aging and Community Services, Inc.","Annual Total",23176,0
"50180","Livingston County Board of Commissioners","Annual Total",145556,0
"50182","Pace-Suburban Bus Division, ADA Paratransit Services","Annual Total",4055615,38903413
"50182","Pace-Suburban Bus Division, ADA Paratransit Services","Average Weekday",12492,122593
"50182","Pace-Suburban Bus Division, ADA Paratransit Services","Weekend",12010,103518
"50183","City of Valparaiso","Annual Total",172324,0
"50184","Macatawa Area Express Transportation Authority","Annual Total",430239,1848648
"50184","Macatawa Area Express Transportation Authority","Average Weekday",1508,6558
"50184","Macatawa Area Express Transportation Authority","Weekend",794,3218
"50186","Lawrence County Port Authority","Annual Total",18699,0
"50191","Mid-Ohio Regional Planning Commission","Annual Total",69006,3164097
"50191","Mid-Ohio Regional Planning Commission","Average Weekday",264,13828
"50191","Mid-Ohio Regional Planning Commission","Weekend",34,1215
"50193","Enterprise Rideshare - Michigan","Annual Total",902693,35633503
"50193","Enterprise Rideshare - Michigan","Average Weekday",3439,135537
"50193","Enterprise Rideshare - Michigan","Weekend",101,4970
"50194","Boone County Council on Aging","Annual Total",29243,0
"50195","City of Shelby","Annual Total",4232,0
"50196","Harbor Transit Multi-Modal Transportation System","Annual Total",251015,0
"50197","Trumbull County Transit Board","Annual Total",58638,732975
"50197","Trumbull County Transit Board","Average Weekday",188,2348
"50197","Trumbull County Transit Board","Weekend",194,2463
"50198","Medina County Public Transit","Annual Total",79987,728266
"50198","Medina County Public Transit","Average Weekday",293,2461
"50198","Medina County Public Transit","Weekend",57,389
"50199","Delaware County Transit Board","Annual Total",70700,391006
"50199","Delaware County Transit Board","Average Weekday",276,1526
"50199","Delaware County Transit Board","Weekend",49,155
"50200","County of Warren","Annual Total",34418,0
"50201","Hancock Area Rural Transit","Annual Total",22922,0
"50202","City of West Bend","Annual Total",99678,0
"50204","Jackson County Mass Transit District","Annual Total",92506,702902
"50204","Jackson County Mass Transit District","Average Weekday",338,2622
"50204","Jackson County Mass Transit District","Weekend",52,398
"50205","City of Mankato","Annual Total",676882,0
"50207","City of Midland","Annual Total",110846,0
"50208","Midland County Board of Commissioners","Annual Total",77459,0
"50209","Central Indiana Regional Transportation Authority","Annual Total",115669,2745473
"50209","Central Indiana Regional Transportation Authority","Average Weekday",419,10356
"50209","Central Indiana Regional Transportation Authority","Weekend",223,1574
"50210","City of Hartford","Annual Total",18938,0
"50211","Rides Mass Transit District","Annual Total",718297,10622485
"50211","Rides Mass Transit District","Average Weekday",2661,38952
"50211","Rides Mass Transit District","Weekend",498,7364
"50213","M-1 Rail","Annual Total",1192110,1812007
"50213","M-1 Rail","Average Weekday",3274,5045
"50213","M-1 Rail","Weekend",6553,9655
"50215","Voluntary Action Center","Annual Total",210956,0
"50243","City of Buchanan","Annual Total",7531,0
"50256","Access Johnson County","Annual Total",114317,0
"50342","LINK Hendricks County","Annual Total",59559,392694
"50342","LINK Hendricks County","Average Weekday",234,1546
"50351","Hamilton County Express Public Transit","Annual Total",62355,0
"50515","University of Minnesota Transit","Annual Total",3954752,2200650
"50515","University of Minnesota Transit","Average Weekday",15076,7792
"50515","University of Minnesota Transit","Weekend",4919,2588
"50516","City of Plymouth","Annual Total",519337,5826115
"50516","City of Plymouth","Average Weekday",2037,22849
"50517","City of Maple Grove","Annual Total",45632,217024
"50517","City of Maple Grove","Average Weekday",170,815
"50517","City of Maple Grove","Weekend",46,182
"50518","SouthWest Transit","Annual Total",1125075,20808097
"50518","SouthWest Transit","Average Weekday",4405,81540
"50518","SouthWest Transit","Weekend",122,705
"50519","Minnesota Valley Transit Authority","Annual Total",2619791,28634507
"50519","Minnesota Valley Transit Authority","Average Weekday",9575,106456
"50519","Minnesota Valley Transit Authority","Weekend",1998,17268
"50521","Chicago Water Taxi (Wendella)","Annual Total",403032,743343
"50521","Chicago Water Taxi (Wendella)","Average Weekday",1643,2925
"50521","Chicago Water Taxi (Wendella)","Weekend",2592,4613
"50522","Lake Erie Transportation Commission","Annual Total",414395,1575430
"50522","Lake Erie Transportation Commission","Average Weekday",1529,5889
"50522","Lake Erie Transportation Commission","Weekend",508,1562
"50523","Sault Ste. Marie Tribe of Chippewa Indians","Annual Total",15561,0
"51","Asotin County","Annual Total",99078,0
"53","Coeur d'Alene Tribe","Annual Total",253721,0
"55","Kootenai County","Annual Total",36925,0
"55222","Grand Portage Reservation Tribal Council","Annual Total",2087,0
"55228","Menominee Indian Tribe of Wisconsin","Annual Total",170952,0
"55234","Red Lake Band of the Chippewa","Annual Total",15404,0
"55240","Lac Courte Oreilles Band of Ojibwe","Annual Total",5868,0
"55246","Fond du Lac Reservation","Annual Total",30242,0
"55252","Bois Forte Reservation Tribal Council","Annual Total",30921,0
"55258","Leech Lake Band of Ojibwe","Annual Total",10411,0
"55270","White Earth Band of Chippewa","Annual Total",28920,0
"55276","Oneida Tribe of Indians of Wisconsin","Annual Total",34566,0
"55282","Bad River Band of Lake Superior Tribe of Chippewa","Annual Total",32252,0
"55300","Lac du Flambeau Band of Lake Superior Chippewa Indians","Annual Total",33520,0
"55308","City of Stoughton","Annual Total",29988,0
"55312","City of Milwaukee","Annual Total",156683,160893
"55312","City of Milwaukee","Average Weekday",2282,2343
"55312","City of Milwaukee","Weekend",6505,6680
"57","Central Oregon Intergovernmental Council","Annual Total",733002,4799953
"57","Central Oregon Intergovernmental Council","Average Weekday",2447,15924
"57","Central Oregon Intergovernmental Council","Weekend",3433,23524
"58","City of Portland","Annual Total",6947667,11495173
"58","City of Portland","Average Weekday",22838,36654
"58","City of Portland","Weekend",24739,43863
"59","Josephine County","Annual Total",222849,0
"5R01-50219","City of  Ottawa","Annual Total",49786,0
"5R01-50221","Bond County","Annual Total",42088,0
"5R01-50223","CRIS Rural Mass Transit District","Annual Total",61710,0
"5R01-50232","City of Macomb","Annual Total",1101164,0
"5R01-50234","Carroll County","Annual Total",11039,0
"5R01-50237","Rock Island County","Annual Total",10376,0
"5R01-50250","Lee County","Annual Total",86369,0
"5R01-50252","Macoupin County","Annual Total",74980,0
"5R01-50253","Grundy County","Annual Total",16761,0
"5R01-50258","City of Quincy","Annual Total",336960,0
"5R01-50263","Bureau County","Annual Total",64523,0
"5R01-50269","Champaign County","Annual Total",26134,0
"5R01-50283","Warren County","Annual Total",55248,0
"5R01-50301","Henry County","Annual Total",50147,0
"5R01-50304","Fulton County","Annual Total",25631,0
"5R01-50312","Peoria County","Annual Total",27941,0
"5R01-50315","Shawnee Mass Transit District","Annual Total",150430,0
"5R01-50327","South Central Illinois Mass Transit District","Annual Total",522623,0
"5R01-50328","Kankakee County","Annual Total",36704,0
"5R01-50329","Woodford County","Annual Total",13966,0
"5R01-50338","McLean County","Annual Total",130113,0
"5R01-50339","Monroe Randolph Transit District","Annual Total",9827,0
"5R01-50345","Effingham County","Annual Total",32515,0
"5R01-50352","Kendall County","Annual Total",29105,0
"5R01-50364","Jo Daviess County","Annual Total",42410,0
"5R01-50385","Hancock County","Annual Total",7971,0
"5R01-50411","Logan County","Annual Total",7062,0
"5R01-50412","City of Freeport","Annual Total",99124,0
"5R01-50414","West Central Mass Transit District","Annual Total",104224,0
"5R01-50420","Tazewell County","Annual Total",43395,0
"5R01-50425","Piatt County","Annual Total",50285,0
"5R01-50447","Coles County","Annual Total",75217,0
"5R01-50458","Whiteside County","Annual Total",46620,0
"5R01-50496","Shelby County","Annual Total",112781,0
"5R01-50502","City of Galesburg","Annual Total",149260,0
"5R01-55307","Sangamon County","Annual Total",3922,0
"5R01-55313","Marshall County","Annual Total",7301,0
"5R01-55315","Douglas County (Illinois)","Annual Total",11136,0
"5R01-55316","Jersey County","Annual Total",29802,0
"5R02-40469","Miller Transportation Bus Services, Inc.","Annual Total",34643,0
"5R02-50230","Boone County Commissioners","Annual Total",25332,0
"5R02-50246","Marshall County Commissioners","Annual Total",26246,0
"5R02-50248","Steuben County Commissioners","Annual Total",14181,0
"5R02-50249","City of Richmond","Annual Total",216787,0
"5R02-50254","City of Mitchell","Annual Total",2630,0
"5R02-50272","Madison County Council of Governments","Annual Total",18020,0
"5R02-50276","Southern Indiana Development Commission","Annual Total",190467,0
"5R02-50280","Rush County Commissioners","Annual Total",9357,0
"5R02-50281","Cass Area Transit","Annual Total",151482,0
"5R02-50289","Kosciusko Area Bus Service","Annual Total",58809,0
"5R02-50302","City of Washington","Annual Total",13997,0
"5R02-50305","LaGrange County Council on Aging","Annual Total",48843,0
"5R02-50307","Lifestream Services, Inc.","Annual Total",45151,0
"5R02-50308","Monroe County Rural Transit","Annual Total",77051,0
"5R02-50324","Lifetime Resources, Inc.","Annual Total",82215,0
"5R02-50330","DeKalb County Council on Aging","Annual Total",27768,0
"5R02-50347","Southern Indiana Transit System","Annual Total",29472,0
"5R02-50354","Huntingburg Transit System","Annual Total",10399,0
"5R02-50358","New Castle Community Transit System","Annual Total",31882,0
"5R02-50361","Huntington County Council on Aging","Annual Total",41743,0
"5R02-50365","Town of Waveland","Annual Total",4623,0
"5R02-50387","Union County Transit","Annual Total",30461,0
"5R02-50389","Orange County Transit","Annual Total",18890,0
"5R02-50392","VanGo","Annual Total",82850,0
"5R02-50399","Fayette Community on Aging & Aged, Inc.","Annual Total",36949,0
"5R02-50403","Wells County Council on Aging","Annual Total",40012,0
"5R02-50407","Transit Authority of Stone City","Annual Total",36616,0
"5R02-50422","Noble Co. Council on Aging","Annual Total",29668,0
"5R02-50441","Wabash County Transit","Annual Total",24898,0
"5R02-50444","White County Public Transit","Annual Total",13278,0
"5R02-50454","Y Miami Go","Annual Total",48626,0
"5R02-50468","Whitley County Transit","Annual Total",36456,0
"5R02-50483","Franklin County Public Transportation","Annual Total",27297,0
"5R02-50484","Fulton County Council on Aging","Annual Total",41413,0
"5R02-50485","City of Marion","Annual Total",272096,0
"5R02-50493","Area 7 Agency on Aging - Vigo Co.","Annual Total",12926,0
"5R02-50499","Clinton County Commissioners","Annual Total",41625,0
"5R02-50501","City of Seymour","Annual Total",38968,0
"5R02-55309","Barons Bus INC","Annual Total",50621,0
"5R02-55310","Kankakee-Iroquois Regional Planning Commission","Annual Total",58799,0
"5R03-50217","Iosco Transit Corporation","Annual Total",34777,0
"5R03-50224","Caro Transit Authority","Annual Total",59122,0
"5R03-50225","Arenac County/Bay Service","Annual Total",38441,0
"5R03-50227","Shiawassee Area Transportation Agency","Annual Total",96785,0
"5R03-50233","Thunderbay Transportation Authority","Annual Total",137264,0
"5R03-50240","Schoolcraft Transit Authority","Annual Total",51638,0
"5R03-50241","Eastern Upper Peninsula Transportation Authority","Annual Total",857720,0
"5R03-50242","Roscommon County Transportation Authority","Annual Total",88362,0
"5R03-50244","Isabella County Transportation Commission","Annual Total",525736,0
"5R03-50260","Eaton County Transportation Authority","Annual Total",142931,0
"5R03-50265","Marshall, City of","Annual Total",30938,0
"5R03-50268","Hillsdale Dial-A-Ride","Annual Total",27662,0
"5R03-50282","Kalkaska Public Transit Authority","Annual Total",91920,0
"5R03-50285","Straits Regional Ride","Annual Total",35613,0
"5R03-50310","Cass County Transportation Authority","Annual Total",25866,0
"5R03-50313","Charlevoix County Public Transportation","Annual Total",89490,0
"5R03-50314","Clinton Area Transit System","Annual Total",52534,0
"5R03-50323","Adrian Dial-A-Ride","Annual Total",60413,0
"5R03-50335","Greater Lapeer Transportation Authority","Annual Total",161531,0
"5R03-50337","Branch Area Transit Authority","Annual Total",118582,0
"5R03-50340","Otsego County Board of Commissioners","Annual Total",64825,0
"5R03-50344","Ogemaw County Public Transportation","Annual Total",54932,0
"5R03-50346","Sanilac County Board of Commissioners","Annual Total",106505,0
"5R03-50355","Barry County Transit","Annual Total",104526,0
"5R03-50356","Delta Area Transit Authority","Annual Total",122096,0
"5R03-50369","Manistee County Transportation, Inc.","Annual Total",155367,0
"5R03-50370","Huron Transit Corporation","Annual Total",405067,0
"5R03-50371","Ontonagon County Public Transit","Annual Total",33294,0
"5R03-50374","Cadillac/Wexford Transit Authority","Annual Total",138217,0
"5R03-50383","Van Buren Public Transit","Annual Total",92165,0
"5R03-50386","Houghton Motor Transit Line","Annual Total",74669,0
"5R03-50395","Gladwin City/County Transit","Annual Total",96953,0
"5R03-50398","Belding-Dial-A-Ride","Annual Total",24644,0
"5R03-50404","Greenville Transit","Annual Total",27233,0
"5R03-50408","Hancock, City of","Annual Total",18823,0
"5R03-50413","Bay Area Transportation Authority","Annual Total",532667,0
"5R03-50416","Mecosta Osceola Transit Authority","Annual Total",49397,0
"5R03-50427","Marquette County Transit Authority","Annual Total",348044,0
"5R03-50436","St. Joseph County Transportation Authority","Annual Total",93407,0
"5R03-50437","Big Rapids Dial-A-Ride","Annual Total",137534,0
"5R03-50445","Indian Trails Bus Lines","Annual Total",51315,0
"5R03-50452","Antrim County Transportation","Annual Total",35407,0
"5R03-50453","Clare County Transit","Annual Total",100399,0
"5R03-50455","Gogebic County Transit","Annual Total",23629,0
"5R03-50456","Allegan County Transportation Services","Annual Total",40019,0
"5R03-50457","Benzie Transportation Authority","Annual Total",95046,0
"5R03-50459","Ludington Mass Transportation Authority","Annual Total",180613,0
"5R03-50463","Berrien County Public Transportation","Annual Total",40893,0
"5R03-50473","Lenawee Transportation Corporation","Annual Total",57162,0
"5R03-50476","Yates Township Transportation System","Annual Total",234820,0
"5R03-50487","Sault Sainte Marie, City of","Annual Total",31104,0
"5R03-50492","Alma-Dial-A-Ride","Annual Total",57835,0
"5R03-50494","Dowagiac Dial-A--Ride","Annual Total",22658,0
"5R03-50495","Interurban Transit Authority","Annual Total",65583,0
"5R03-50503","Crawford County Transportation Authority","Annual Total",91442,0
"5R03-50511","ALTRAN Transit Authority","Annual Total",125410,0
"5R03-50514","Ionia Dial-A-Ride","Annual Total",51453,0
"5R03-55321","Peoples Express","Annual Total",49989,0
"5R03-55322","Western-Washtenaw Area Value Express","Annual Total",39515,0
"5R03-55323","Pioneer Resources - Muskegon","Annual Total",14795,0
"5R03-55440","Key Opportunities","Annual Total",5102,0
"5R04-50231","Rainbow Rider Transit Board","Annual Total",173792,0
"5R04-50238","Blue Earth Blue Sky","Annual Total",13444,0
"5R04-50245","Granite Falls, City of","Annual Total",21736,0
"5R04-50262","Morris, City of","Annual Total",62859,0
"5R04-50264","Isanti County","Annual Total",65683,0
"5R04-50274","Jefferson Bus Lines","Annual Total",44626,0
"5R04-50297","Kanabec County","Annual Total",51691,0
"5R04-50321","Volunteer Interfaith Network Effort","Annual Total",2751,0
"5R04-50322","Brainerd, City of","Annual Total",77954,0
"5R04-50332","Hibbing, City of","Annual Total",53622,0
"5R04-50334","Prairie Five CAC, Inc.","Annual Total",166899,0
"5R04-50349","Winona, City of","Annual Total",235947,0
"5R04-50353","Tri-Valley Opportunity Council, Inc.","Annual Total",204570,0
"5R04-50379","Becker County Transit","Annual Total",41006,0
"5R04-50384","Brown County Family Services","Annual Total",52428,0
"5R04-50394","Trailblazer Joint Powers Board","Annual Total",254488,0
"5R04-50397","Hubbard County","Annual Total",41075,0
"5R04-50428","SEMCAC","Annual Total",56384,0
"5R04-50430","Fosston, City of","Annual Total",15149,0
"5R04-50446","Wadena County Social Services","Annual Total",66978,0
"5R04-50448","Watonwan County","Annual Total",26493,0
"5R04-50450","Cedar Valley Services, Inc.","Annual Total",264449,0
"5R04-50471","Southwestern MN Opportunity Council, Inc.","Annual Total",27212,0
"5R04-50474","Tri-County Action Program, Inc.","Annual Total",129393,0
"5R04-50489","Paul Bunyan Transit","Annual Total",118955,0
"5R04-50504","Productive Alternatives","Annual Total",146885,0
"5R04-50510","Three Rivers Community Action, Inc.","Annual Total",333837,0
"5R04-50520","Arrowhead Economic Opportunity Agency, Inc.","Annual Total",686152,0
"5R04-55314","Central Community Transit","Annual Total",234334,0
"5R04-55320","Faribault-Martin Counties Joint Powers","Annual Total",60464,0
"5R04-55325","Minnesota River Valley Transit","Annual Total",74574,0
"5R04-55326","United Community Action Partnership, Inc.","Annual Total",250607,0
"5R05-50164","Sandusky Transit System","Annual Total",142642,0
"5R05-50255","Carroll County Transit","Annual Total",22159,0
"5R05-50275","Knox Area Transit","Annual Total",181317,0
"5R05-50278","Athens Transit","Annual Total",508572,0
"5R05-50284","Champaign Transit System","Annual Total",22073,0
"5R05-50292","Bowling Green Transit","Annual Total",33342,0
"5R05-50293","Monroe County Public Transportation","Annual Total",21620,0
"5R05-50294","Hocking Athens Perry CAC - InterCity","Annual Total",107065,0
"5R05-50298","Ottawa County Transportation Agency","Annual Total",91900,0
"5R05-50316","Wilmington Transit System","Annual Total",145509,0
"5R05-50326","Geauga County Transit","Annual Total",42679,0
"5R05-50341","South East Area Transit","Annual Total",132506,0
"5R05-50343","Perry County Transit","Annual Total",54918,0
"5R05-50362","Huron County Transit","Annual Total",14796,0
"5R05-50363","Scioto County/Access Scioto County","Annual Total",40517,0
"5R05-50377","Hancock Area Transportation Services","Annual Total",40064,0
"5R05-50382","Ashland Public Transit","Annual Total",32849,0
"5R05-50388","Marion Area Transit","Annual Total",74640,0
"5R05-50390","Ashtabula County Transportation System","Annual Total",124615,0
"5R05-50406","Lancaster Public Transit System","Annual Total",110275,0
"5R05-50410","Fayette County Transportation Program","Annual Total",50180,0
"5R05-50415","Greenville Transit System","Annual Total",51069,0
"5R05-50421","Morgan County Transit","Annual Total",23732,0
"5R05-50424","Transportation for Logan County","Annual Total",23292,0
"5R05-50429","Chillicothe Transit System","Annual Total",131616,0
"5R05-50433","Transportation Resources For Independent People of Sandusky (TRIPS)","Annual Total",31741,0
"5R05-50434","Pickaway Area Rural Transit","Annual Total",52686,0
"5R05-50438","Logan Transit System","Annual Total",17563,0
"5R05-50440","Seneca County Agency Transportation","Annual Total",114444,0
"5R05-50462","Harrison County Rural Transit","Annual Total",14951,0
"5R05-50464","Pike County/Community Action Transit System","Annual Total",44204,0
"5R05-50481","Columbiana County/Community Action Rural Transit System","Annual Total",77562,0
"5R05-50497","Shelby Public Transit","Annual Total",49122,0
"5R05-55324","Washington County Commissioners","Annual Total",20826,0
"5R05-55328","Horizons of Tuscarawas & Carroll Counties","Annual Total",56868,0
"5R06-50218","City of Rice Lake","Annual Total",16580,0
"5R06-50220","City of Shawano","Annual Total",28856,0
"5R06-50226","Dunn County Transit Commission","Annual Total",114652,0
"5R06-50229","City of Richland Center","Annual Total",24107,0
"5R06-50235","City of Monroe","Annual Total",67418,0
"5R06-50239","City of Black River Falls","Annual Total",37671,0
"5R06-50257","City of Marshfield","Annual Total",93904,0
"5R06-50266","City of Viroqua","Annual Total",50363,0
"5R06-50274","Jefferson Bus Lines","Annual Total",32641,0
"5R06-50277","Village of Plover","Annual Total",24597,0
"5R06-50286","Grant County","Annual Total",8070,0
"5R06-50290","City of Ripon","Annual Total",35201,0
"5R06-50291","Village of Prairie du Sac","Annual Total",12602,0
"5R06-50295","Rusk County Transit Commission","Annual Total",59528,0
"5R06-50303","City of River Falls","Annual Total",33992,0
"5R06-50318","City of Baraboo","Annual Total",62399,0
"5R06-50319","City of Watertown","Annual Total",100858,0
"5R06-50336","City of Waupaca","Annual Total",53834,0
"5R06-50350","City of Waupun","Annual Total",10387,0
"5R06-50359","City of Stevens Point","Annual Total",238472,0
"5R06-50360","City of New Richmond","Annual Total",16191,0
"5R06-50366","Door County","Annual Total",60169,0
"5R06-50375","City of Whitewater","Annual Total",25341,0
"5R06-50376","Lamers Bus Lines","Annual Total",11796,0
"5R06-50391","City of Edgerton","Annual Total",5108,0
"5R06-50396","City of Jefferson","Annual Total",16950,0
"5R06-50400","City of Fort Atkinson","Annual Total",46464,0
"5R06-50401","Bay Area Rural Transit Commission","Annual Total",124367,0
"5R06-50405","City of Wisconsin Rapids","Annual Total",94452,0
"5R06-50409","Clintonville Transit Commission","Annual Total",8038,0
"5R06-50418","City of Tomah","Annual Total",44250,0
"5R06-50431","City of Platteville","Annual Total",97264,0
"5R06-50432","County of Kenosha","Annual Total",15990,0
"5R06-50435","City of Lake Mills","Annual Total",8354,0
"5R06-50445","Indian Trails Bus Lines","Annual Total",18795,0
"5R06-50461","City of Manitowoc","Annual Total",313936,0
"5R06-50466","City of Beaver Dam","Annual Total",124148,0
"5R06-50470","City of Portage","Annual Total",113763,0
"5R06-50478","City of Marinette","Annual Total",37236,0
"5R06-50482","City of Prairie du Chien","Annual Total",57748,0
"5R06-50490","City of Reedsburg","Annual Total",39335,0
"5R06-50491","City of Medford","Annual Total",13236,0
"5R06-50500","City of Rhinelander","Annual Total",83028,0
"5R06-50505","City of Merrill","Annual Total",61158,0
"5R06-50506","City of Berlin","Annual Total",21573,0
"5R06-50507","Sawyer County/LCO Transit Commission","Annual Total",90041,0
"5R06-50513","City of Mauston","Annual Total",21542,0
"5R06-55317","Wisconsin Coach Lines, Inc.","Annual Total",895,0
